,Tourist Spots,Latitude,Longitude,Location,Type
86,Bet Dwarka,22.433333333333334,69.11666666666666,,Island
87,Piram Island,21.598333333333333,72.35333333333334,,Island
88,Pirotan,22.6,69.95,,Island
89,Chandola Lake,22.983333333333334,72.58333333333333,,Lake
90,Damodar Kund,21.516666666666666,70.48333333333333,,Lake
91,Gopi Talav,21.183333333333334,72.81666666666666,,Lake
92,Hamirsar Lake,23.25,69.65,,Lake
93,Kankaria Lake,23.0,72.6,,Lake
95,Nagalpur Lake,23.566666666666666,72.35,,Lake
96,Nal Sarovar,22.783333333333335,72.01666666666667,,Lake
97,Nal Sarovar Bird Sanctuary,22.783333333333335,72.01666666666667,,Lake
98,Narayan Sarovar,23.666666666666668,68.53333333333333,,Lake
99,Para Lake,23.6,72.38333333333334,,Lake
100,Shakoor Lake,24.25,69.06666666666666,,Lake
101,Sursagar Lake,22.3,73.2,,Lake
102,Thol Lake,23.375,72.625,,Lake
103,Vastrapur Lake,23.033333333333335,72.51666666666667,,Lake
104,Ahmad Shah's Tomb,23.016666666666666,72.58333333333333,,Archaeological Site
105,Azam and Muazzam Khan's Tomb,23.0,72.55,,Archaeological Site
106,Dariya Khan's Tomb,23.05,72.58333333333333,,Archaeological Site
107,Mir Abu Turab's Tomb,23.0,72.56666666666666,,Archaeological Site
108,Rani no Hajiro,23.016666666666666,72.58333333333333,,Archaeological Site
109,Wajihuddin's Tomb,23.016666666666666,72.56666666666666,,Archaeological Site
110,Ahmad Shah's Tomb,23.016666666666666,72.58333333333333,,Archaeological Site
111,Hazira Maqbara,22.266666666666666,73.2,,Archaeological Site
112,Mahabat Maqbara complex,21.516666666666666,70.45,,Archaeological Site
113,Sarkhej Roza,22.983333333333334,72.5,,Archaeological Site
115,Tomb of Sikandar Shah,22.5,73.46666666666667,,Archaeological Site
116,Achut Bibi's Mosque,23.05,72.56666666666666,,Archaeological Site
117,Adalaj Stepwell,23.166666666666668,72.56666666666666,,Archaeological Site
118,Ahmad Shah's Tomb,23.016666666666666,72.58333333333333,,Archaeological Site
119,Ahmed Shah's Mosque,23.016666666666666,72.56666666666666,,Archaeological Site
120,Azam and Muazzam Khan's Tomb,23.0,72.55,,Archaeological Site
121,Baba Lului's Mosque,23.0,72.56666666666666,,Archaeological Site
122,Bawaman Mosque,22.483333333333334,73.53333333333333,,Archaeological Site
123,Borsad Stepwell,22.4,72.9,,Archaeological Site
124,Dada Harir Stepwell,23.033333333333335,72.6,,Archaeological Site
125,Dariya Khan's Tomb,23.05,72.58333333333333,,Archaeological Site
126,Dastur Khan's Mosque,23.016666666666666,72.58333333333333,,Archaeological Site
127,Dhank Caves,21.833333333333332,70.08333333333333,,Archaeological Site
128,Dholavira,23.883333333333333,70.2,,Archaeological Site
129,Dwarkadhish Temple,22.233333333333334,68.96666666666667,,Archaeological Site
130,Galteshwar Temple,22.783333333333335,73.26666666666667,,Archaeological Site
131,Gohilwad Timbo,21.6,71.2,,Archaeological Site
132,Gop Temple,22.016666666666666,69.91666666666667,,Archaeological Site
133,Haibat Khan's Mosque,23.0,72.58333333333333,,Archaeological Site
134,Hazira Maqbara,22.266666666666666,73.2,,Archaeological Site
135,"Jama Mosque, Ahmedabad",23.016666666666666,72.58333333333333,,Archaeological Site
137,"Jami Mosque, Khambhat",22.3,72.61666666666666,,Archaeological Site
138,Jasmalnathji Mahadev Temple,23.583333333333332,72.58333333333333,,Archaeological Site
140,"Kirti Mandir, Porbandar",21.633333333333333,69.6,,Archaeological Site
141,Lothal,22.516666666666666,72.23333333333333,,Archaeological Site
142,Magderu,22.283333333333335,69.05,,Archaeological Site
143,Malik Alam's Mosque,23.0,72.58333333333333,,Archaeological Site
144,Malik Isan's Mosque,22.966666666666665,72.58333333333333,,Archaeological Site
145,Mata Bhavani's Stepwell,23.033333333333335,72.6,,Archaeological Site
146,Muhafiz Khan Mosque,23.016666666666666,72.58333333333333,,Archaeological Site
147,Pindara Group of Temples,22.25,69.25,,Archaeological Site
148,Qutbuddin Mosque,23.033333333333335,72.58333333333333,,Archaeological Site
149,Qutub-e-Alam's Mosque,22.95,72.6,,Archaeological Site
151,"Rangpur, Gujarat",22.433333333333334,71.91666666666667,,Archaeological Site
152,Rani ki vav,23.85,72.1,,Archaeological Site
153,Rani no Hajiro,23.016666666666666,72.58333333333333,,Archaeological Site
154,Rani Rupamati's Mosque,23.016666666666666,72.58333333333333,,Archaeological Site
155,Rani Sipri's Mosque,23.016666666666666,72.58333333333333,,Archaeological Site
156,Roda Group of Temples,23.65,73.06666666666666,,Archaeological Site
157,Rudra Mahalaya Temple,23.916666666666668,72.36666666666666,,Archaeological Site
159,Sahastralinga Talav,23.85,72.08333333333333,,Archaeological Site
160,Saiyad Usman Mosque,23.033333333333335,72.56666666666666,,Archaeological Site
161,Sardar Khan's Roza,23.0,72.58333333333333,,Archaeological Site
162,Sarkhej Roza,22.983333333333334,72.5,,Archaeological Site
163,Shah-e-Alam's Roza,22.983333333333334,72.58333333333333,,Archaeological Site
164,Shahpur Mosque,23.033333333333335,72.56666666666666,,Archaeological Site
165,"Shiva Temple, Bavka",22.75,74.2,,Archaeological Site
166,Sidi Bashir Mosque,23.016666666666666,72.6,,Archaeological Site
167,Sidi Saiyyed Mosque,23.016666666666666,72.56666666666666,,Archaeological Site
168,"Sun Temple, Modhera",23.583333333333332,72.11666666666666,,Archaeological Site
169,Surkotada,23.883333333333333,70.2,,Archaeological Site
170,Talaja Caves,21.35,72.01666666666667,,Archaeological Site
171,Teen Darwaza,23.016666666666666,72.58333333333333,,Archaeological Site
172,Tomb of Sikandar Shah,22.5,73.46666666666667,,Archaeological Site
173,Uparkot Caves,21.516666666666666,70.46666666666667,,Archaeological Site
174,Aina Mahal,23.25,69.66666666666667,,Museum
175,Baroda Museum & Picture Gallery,22.3,73.18333333333334,,Museum
176,Calico Museum of Textiles,23.05,72.58333333333333,,Museum
177,Kaba Gandhi No Delo,22.283333333333335,70.8,,Museum
178,"Kirti Mandir, Porbandar",21.633333333333333,69.6,,Museum
179,Kutch Museum,23.233333333333334,69.65,,Museum
180,Maharaja Fateh Singh Museum,22.283333333333335,73.18333333333334,,Museum
181,Prag Mahal,23.25,69.66666666666667,,Museum
182,Sabarmati Ashram,23.05,72.56666666666666,,Museum
183,Saraswati Mandir,21.183333333333334,72.81666666666666,,Museum
184,Sardar Patel Museum,21.166666666666668,72.78333333333333,,Museum
186,Shristhal Sangrahalay,23.9,72.35,,Museum
187,Watson Museum,22.3,70.8,,Museum
188,Aina Mahal,23.25,69.66666666666667,,Archaeological Site
189,Balaram Palace,24.266666666666666,72.5,,Archaeological Site
191,"Huzoor Palace, Porbandar",21.616666666666667,69.6,,Archaeological Site
192,"Laxmi Vilas Palace, Vadodara",22.283333333333335,73.18333333333334,,Archaeological Site
193,Makarpura Palace,22.233333333333334,73.18333333333334,,Archaeological Site
194,Naulakha Palace,26.4,86.16666666666667,,Archaeological Site
195,Nazarbaug Palace,22.3,73.2,,Archaeological Site
196,Prag Mahal,23.25,69.66666666666667,,Archaeological Site
197,"Rajmahal, Mehsana",23.6,72.38333333333334,,Archaeological Site
199,Sardar Vallabhbhai Patel National Memorial,23.05,72.58333333333333,,Archaeological Site
201,"Blackbuck National Park, Velavadar",22.033333333333335,72.05,,Wildlife
202,Gir National Park,21.133333333333333,70.78333333333333,,Wildlife
203,"Marine National Park, Gulf of Kutch",22.466666666666665,69.61666666666666,,Wildlife
204,Vansda National Park,20.733333333333334,73.46666666666667,,Wildlife
205,Banni Grasslands Reserve,23.55,69.26666666666667,,Wildlife
206,Chari-Dhand Wetland Conservation Reserve,23.55,69.4,,Wildlife
207,Indian Wild Ass Sanctuary,23.15,71.38333333333334,,Wildlife
208,Kutch Bustard Sanctuary,23.216666666666665,68.7,,Wildlife
210,Narayan Sarovar Sanctuary,23.616666666666667,68.68333333333334,,Wildlife
212,Barda Wildlife Sanctuary,21.85,69.68333333333334,,Wildlife
215,Indian Wild Ass Sanctuary,23.15,71.38333333333334,,Wildlife
216,Jambughoda Wildlife Sanctuary,22.366666666666667,73.71666666666667,,Wildlife
217,Jessore Sloth Bear Sanctuary,24.2,72.3,,Wildlife
218,Kutch Bustard Sanctuary,23.216666666666665,68.7,,Wildlife
221,Nal Sarovar Bird Sanctuary,22.783333333333335,72.01666666666667,,Wildlife
222,Narayan Sarovar Sanctuary,23.616666666666667,68.68333333333334,,Wildlife
223,Purna Wildlife Sanctuary,20.916666666666668,73.7,,Wildlife
224,Ratan Mahal Wildlife Sanctuary,22.833333333333332,74.25,,Wildlife
225,Shoolpaneshwar Wildlife Sanctuary,21.75,73.78333333333333,,Wildlife
226,Thol Wildlife Sanctuary,23.375,72.625,,Wildlife
227,The Arena (Ahmedabad),23.0,72.58333333333333,,Sport
229,Gujarat College Ground,23.016666666666666,72.55,,Sport
231,Sardar Patel Stadium,23.083333333333332,72.58333333333333,,Sport
233,Bilakhiya Stadium,20.4,72.9,,Sport
234,CB Patel International Cricket Stadium,21.15,72.78333333333333,,Sport
237,Gujarat College Ground,23.016666666666666,72.55,,Sport
240,IPCL Sports Complex Ground,22.333333333333332,73.13333333333334,,Sport
242,Lalabhai Contractor Stadium,21.15,72.76666666666667,,Sport
243,Moti Bagh Stadium,22.283333333333335,73.18333333333334,,Sport
245,Sardar Patel Stadium,23.083333333333332,72.58333333333333,,Sport
247,"Sardar Vallabhbhai Patel Stadium, Valsad",20.6,72.91666666666667,,Sport
250,CB Patel International Cricket Stadium,21.15,72.78333333333333,,Sport
251,Lalabhai Contractor Stadium,21.15,72.76666666666667,,Sport
256,Duleep Cricket School,21.633333333333333,69.6,,Sport
258,Madhavrao Scindia Cricket Ground,22.3,70.78333333333333,,Sport
259,Natwarsinhji Cricket Club Ground,21.633333333333333,69.61666666666666,,Sport
261,Ninai Falls,21.666666666666668,73.81666666666666,,WaterFall
262,Adalaj Stepwell,23.166666666666668,72.56666666666666,,Archaeological Site
263,Amritavarshini Vav,23.016666666666666,72.58333333333333,,Archaeological Site
264,Borsad Stepwell,22.4,72.9,,Archaeological Site
265,Boter Kothani Vav,23.6,72.4,,Archaeological Site
266,Dada Harir Stepwell,23.033333333333335,72.6,,Archaeological Site
267,Jethabhai's Stepwell,22.966666666666665,72.6,,Archaeological Site
268,Kaleshwari Group of Monuments,23.316666666666666,73.58333333333333,,Archaeological Site
269,Madhavav,22.7,71.66666666666667,,Archaeological Site
270,Mata Bhavani's Stepwell,23.033333333333335,72.6,,Archaeological Site
271,Mithi Vav,24.166666666666668,72.41666666666667,,Archaeological Site
272,Navghan Kuvo,21.516666666666666,70.46666666666667,,Archaeological Site
273,Ra Khengar Vav,21.483333333333334,70.38333333333334,,Archaeological Site
274,Rani ki vav,23.85,72.1,,Archaeological Site
275,Step-well of Ambapur,23.15,72.6,,Archaeological Site
